""	"RW1"	"RW2"	"RW3"	"RW4"	"RW5"	"RW6"	"RW7"
"1700034P13Rik"	0.159818840917208	0.395666729266476	0.167841999907907	0.171337157102137	0.0888955249085715	0.274564116143999	0
"Sgk3"	5.62934851490497	5.59571319848451	3.21253171638679	2.09519124282691	3.26116871200178	4.11171977631873	4.29287933905537
"Mcmdc2"	0.0467625045691949	0	0	0.100265457387619	0.208084471936398	0.16067324305489	0.0500002733281753
"Snhg6"	54.2657609841611	47.9291427181715	60.9946900205869	71.6989170737286	64.6102285362515	72.2299260824029	59.591234848398
"Snord87"	6.45322563054889	1.59763809060572	13.5543755601304	19.0253705393008	25.12619998632	31.411619017231	18.9751037280425
"Tcf24"	0	0.0315603894033164	0	0.0341668062881196	0	0.0365010490762711	0.0340765343851659
"Ppp1r42"	0.0827910361755579	0	0.173894554689607	0.621305127938331	0.5526071326494	0.948217266572202	0
"Cops5"	50.1841269779919	54.5916334789954	58.3270735539655	57.9961005221239	60.1806856815203	53.4665855612443	48.5204780047819
"Cspp1"	17.0823729914771	15.2058159105882	17.9111391330295	20.9885262833444	22.2976681878731	21.762958286385	15.6265094007904
"Arfgef1"	40.7894811191937	38.3619177421927	43.2288725795185	42.4206178263649	49.7141343178838	44.1343296685124	47.1665884256427
"Cpa6"	4.36923292047731	4.08303590372327	2.13271811326279	0.791683647558533	0.958422061333856	1.69154140007891	3.02676912325477
"Mir467e"	0	0	0	0	0	0	0
"Prex2"	12.1017449274412	11.085926023184	7.08312143778694	3.74115992028085	3.9533120079614	6.53902900368693	8.18142042795193
"A830018L16Rik"	0	0	0	0	0	0.0164877523019066	0
"Mir6341"	0	0	0	0	0	0	0
"Gm17644"	0	0	0	0.0399965176110301	0	0	0
"Sulf1"	0.0245445464977703	0.0243061716087219	0	0.0263134984283093	0	0	0.0262439757004177
"Slco5a1"	0	0	0	0	0	0	0
"Prdm14"	0	0	0.0967049548254581	1.08590622437968	0.973154018532476	0.105463115958127	0
"Ncoa2"	15.3542657048208	15.7744712765655	18.1867274847357	19.1066286619194	20.1695112846998	17.1839599399215	17.3619342330645
"Tram1"	19.228112658608	21.5721856760075	16.5722160581853	18.830844309155	21.2098741693173	20.6284134722501	15.7882616383577
"Lactb2"	39.1622222089193	36.0878251054468	66.2436883992649	29.8437184930208	32.3754957806925	34.4187290269544	46.1355463191622
"Xkr9"	0	0	0.0650975980951228	0	0	0.0709932138316259	0.132555241751642
